445.0,531.0,1.701055061519E9
446.0,530.0,1.701055061522E9
448.0,528.0,1.701055061532E9
454.0,521.0,1.701055061538E9
462.0,513.0,1.701055061548E9
474.0,502.0,1.701055061559E9
495.0,485.0,1.701055061562E9
519.0,468.0,1.701055061573E9
549.0,451.0,1.701055061578E9
579.0,436.0,1.701055061589E9
615.0,416.0,1.701055061598E9
659.0,395.0,1.701055061605E9
705.0,374.0,1.701055061614E9
749.0,354.0,1.701055061618E9
799.0,332.0,1.701055061628E9
845.0,313.0,1.7010550616330001E9
891.0,295.0,1.701055061644E9
938.0,279.0,1.701055061654E9
976.0,264.0,1.701055061658E9
1018.0,249.0,1.70105506167E9
1056.0,236.0,1.701055061674E9
1093.0,225.0,1.701055061684E9
1124.0,220.0,1.70105506169E9
1154.0,213.0,1.7010550616990001E9
1179.0,210.0,1.70105506171E9
1199.0,208.0,1.701055061714E9
1214.0,207.0,1.701055061724E9
1223.0,207.0,1.70105506173E9
1226.0,207.0,1.70105506174E9
1226.0,208.0,1.701055061772E9
1226.0,209.0,1.7010550617810001E9
1226.0,216.0,1.70105506179E9
1223.0,225.0,1.701055061796E9
1217.0,237.0,1.701055061805E9
1204.0,259.0,1.701055061809E9
1188.0,279.0,1.70105506182E9
1167.0,299.0,1.701055061826E9
1140.0,318.0,1.7010550618370001E9
1110.0,336.0,1.701055061846E9
1072.0,356.0,1.701055061849E9
1030.0,376.0,1.7010550618600001E9
986.0,393.0,1.701055061866E9
939.0,410.0,1.701055061876E9
891.0,426.0,1.701055061886E9
839.0,441.0,1.701055061889E9
793.0,455.0,1.701055061899E9
745.0,467.0,1.701055061905E9
701.0,477.0,1.7010550619160001E9
664.0,486.0,1.70105506192E9
631.0,497.0,1.701055061932E9
603.0,504.0,1.7010550619420002E9
580.0,509.0,1.701055061946E9
566.0,512.0,1.701055061956E9
555.0,515.0,1.7010550619620001E9
548.0,516.0,1.7010550619720001E9
544.0,516.0,1.701055061982E9
542.0,516.0,1.701055061986E9
541.0,516.0,1.701055061997E9
540.0,516.0,1.701055062003E9
539.0,516.0,1.70105506206E9
